tweet_id,customer_text,historical_reply
503566,@AmazonHelp Amazon spain customer service have treated me like an stupid and I can't do anything,"@235343 Hello, sorry for the trouble this has caused. Could you tell us more about what happened? ^AA"
1398872,"Ahora sí ya llego, siempre a tiempo @116875 nunca en todo lo que he comprado se han tardado 👌 https://t.co/cijdAkVegU","@432467 Nos alegra mucho saber que ya recibiste tu pedido, Rodrigo 😉 Cuéntanos, ¿qué has comprado? ^LG"
2388004,@AmazonHelp 返品手続きをした後、また初めから注文しなおしないと行けないんですか？,@688092 恐れ入りますが、twitter上ではお客様のご注文を確認できないため詳細なご案内ができません。お手数ですが、以下リンクよりカスタマーサービスへお問い合わせください。https://t.co/J6YEizo6qC　SM
570032,"It's sad when you come to expect 2 day @115821 shipping and when your last 2 shipment take 5 days I'm like. 

Need some more patience https://t.co/aS2nK6PBaV",@253806 I'm sorry your orders are taking longer than expected to arrive! Have we missed the delivery dates shown in your order confirmation e-mails here: https://t.co/stDLIxeiiy? ^JN
608150,@AmazonHelp i hope you have got the revert from my side,@264546 We've responded to your query here: https://t.co/8DAc10S7ww request you to check for further information. ^KH
1607918,@115850 how can one deduct money from account without prior permission.  Want to know what's happening ?,"@493815 That's strange, we're sorry for the confusion. Please report it to our support team here: https://t.co/vlvfJr4nN9 for help. ^RS"
2437720,@117093 Had some issues with my order and your online returns system has been down for hours. Can someone please look into this? Thanks,@699275 Sorry for the troubles! We're unable to view your account via Twitter. Please reach us here: https://t.co/hApLpMlfHN ^AB
149154,Yo I might have some money to spend on Black Friday holy shit.. where the good deals at. What time does @115830 pop off ? 👀,"@149983 Hey Simon, Amazon UK Black Friday deals have already begun! Here's a link: https://t.co/FIZXa1qTrL.^TI"
588691,@AmazonHelp Encore...,@243715 Le formulaire est nécessaire afin de nous permettre l'accès aux détails de votre compte client. (Chose impossible depuis Twitter). ^KD
1545008,"ん？
Amazonからメール？
利用してないのに？
って思ったらAmazo""m""だった（",@478526 ご認識頂いてるかと思いますが、そちらのEメールはAmazonから送信されたものではございません。正式なメールかどうかの識別方法については、こちらのヘルプページをご参照下さい。 https://t.co/Pq8PtV4xCR EK
2734029,"@AmazonHelp Es por Amazon, lo unico que quiero es que ya lo envienn desdel el sabado por la tarde noche esta en que el pedido esta siendo preparado para su envio","@230476 Por favor, entra en contacto con nuestros compañeros de Soporte al Cliente para que puedan verificar lo que ocurrió con tu pedido: https://t.co/beR78zMMYB. ^DA"
2623955,"@116090 hi, can I use my Vancity member card (debit) with you. I just got an mail saying you weren’t able to process my card.",@741260 The following credit and debit cards can be used as payment: https://t.co/LKPLjIeJaJ ^AF
1330746,@AmazonHelp Not since 2015. https://t.co/8MJRw4EnfE,@116492 Would you mind reaching us here:  https://t.co/hApLpMlfHN please.^CD
1578522,"@AmazonHelp you did not help, in spite of personal message. Now what is your stand","@486141 Arvind, we've sent you an email. Kindly take a look at your inbox here: https://t.co/8DAc10S7ww and revert for updates. ^MS"
1777696,@AmazonHelp I updated all the details required by you on the link shared by you. And after that i did not get any uodate. This kind of service is provided by #AmazonPrime @AmazonHelp @115821 @115850,"@534144 If you've shared your details, you should have received an email correspondence from Social Media Team here : https://t.co/Gggzh6WbZE. Request you to please check. ^AS"
497328,"@AmazonHelp Je vais le faire merci. Mais j'ai contacté @120535 par téléphone et on me sort qu'ils vont voir avec le livreur et que j'aurai une réponse dans les 48h. J'ai donc demandé qu'il me soit livré soit ce soir, soit demain matin !  La personne a donc ouvert une réclamation.","@233681 Je vous invite à signaler l’incident à notre SAV. Vous pouvez le faire en cliquant sur le lien suivant : https://t.co/qzuu0dgDXz
^MD"
438652,"@AmazonHelp Today is the delivery day, and the Amazon chat we spoke to said it'll be 48 hours. Then another one said today. So what's the deal?",@219235 I'm sorry for the different answers! You can expect to have your order today. We deliver up to 21:00. Keep us updated! ^MH
69744,"@AmazonHelp Ma valise est prête, elle contient un short de bain, une brosse à dent, un parfum et des dolipranes pour les soirées difficiles, let’s go 🛩 https://t.co/xviX4OzF2F",@131799 Vous avez oublié un truc super MEGA important : la crème solaire 🌞
2686565,"@115850 @115821 @13142 Bezos Amazon claim to be striving for becoming Earth's most customer-centric organization. However, the customer like me are left with totally unsatisfied and emotionally devastated experiences. Cancelled my order after 4 days, without any prior intimation","@755491 I'm sorry about the order cancellation. This isn't what we want you to experience. You should've received an email stating the reason for the cancellation here: https://t.co/8DAc10S7ww. Further, we'll forward your comments internally for improvements. ^VN"
629621,"Não vai ter frete grátis nessa black friday da @117086 não? Pra mim só compensa mesmo com frete grátis. 

Nortista sofre d+ :~","@269150 Olá, no momento não dispomos dessas informações mas assim que tivermos novidades serão anunciadas no site. 😊 ^DA"
2360432,@AmazonHelp At usps office ships delivery tomorrow,@681659 Thank you for confirming. Did we give a reason for the delay via e-mail notification? ^SK
2433662,@AmazonHelp Hope so i will be lucky winner and last thing i want to know after playing quiz it is necessary to tweet about the same or not,@165804 It would be mentioned on the contest page to tweet with the hashtag for the specific contest. ^SG
2170794,@AmazonHelp It shipped the 09/11 : https://t.co/IBdqPSTm99,"@636784 We'd like to take a closer look at what's happened and help sort this. When you have the time, please contact our costumer service here: https://t.co/hgIrz98cdI ^BR"
465109,@115821 Why does my package say delivered but its not here yet?! Tell your drivers to stop lying. 2nd time this has happened!,@225628 Thanks for bringing this to our attention. Let's try the steps here for situations like this: https://t.co/Ar75JZL248 ^GG
1332701,@AmazonHelp Please share the email address where I can forward the details.,@430892 Kindly write to us via https://t.co/vlvfJr4nN9 we'll get this sorted. ^SG
834820,@116316 @115821 So #genervt! #AmazonPrime sabotiert sich selbst weil Zustellungen über #AmazonLogistics so gut wie NIE PÜNKTLICH ankommen.,@318781 Hast du dich hierzu bereits bei meinen Kollegen gemeldet? Du erreichst sie via: https://t.co/va1VRoK7GS Liebe Grüße ^DW
2983703,@AmazonHelp イッヌはkindleから磯田先生に狙いを変更した模様。先生の本が面白いから母ちゃんが遊ばなくなるので齧ってやろうとしてます( ´△｀) https://t.co/w5D4hJys3E,@822778 イッヌ様、狙いを定めていらっしゃいますね。かくなるうえは、おやつで気を引くしかないかと・・・・🐶 ET
2805925,"And really, may show as delivered 36 hours prior to actual delivery? Do you not see the issue with this, @AmazonHelp ??? https://t.co/gjOsnjep1O",@150006 We would like to look into this for you. Were you able to respond to the link provided previously: https://t.co/3T4FqoEOGv? ^ST
963286,Fuck @115821  I'm tired of their shit,@348600 We don't want you to feel this way! Can you tell us what has happened without posting any personal info? ^EP
2369692,@290981 I still cannot claim my Hearthstone loot. I keep getting told that my Blizzard account has already claimed it. It hasn't. Blizzard referred me to Amazon. Amazon referred me to Blizzard. WTF?!,"@683858 Hello, I'm so sorry for the frustration with your Hearthstone loot! The Twitch team will be able to help you with this! Please reach out to them here: https://t.co/oMxTif2EFp  ^AR"
20039,"I must say, I see why @115821 is the #1 Company in the world. They are so courteous. So compliant. So helpful.",@120230 Now that's what we like to hear :) Thanks Bill! ^AS
2698903,"@AmazonHelp The package has finally been delivered 24 hours late. But now you have double charged me for an item, and I won't get the 2nd charge back for up to 7 days. Leaving me to choose between fuel to go to work and, or eat and lose a weeks wages.","@758277 I'm sorry to hear about the charge! Have you reached out to the bank to verify if you have an authorization hold, or a charge? ^SH"
465044,@115821 you are failing me! My rolling pin was supposed to be delivered today and it's still in transit somewhere. Rolling out dough using a regular pin and books to measure is much more difficult than you'd think. Get it together and get my package delivered!!,"@225613 Hello, Courtney. I'm sorry you haven't received your order. Have you received an updated delivery date? You can track your package here: https://t.co/Y5jpI9gRhE   ^FJ"
1745408,@AmazonHelp arrêtez de travailler avec #colisprive 🙏🏼 svp !!!! Problème de livraison pour la 2eme fois,"@526285 Bonsoir, je suis désolée pour cela!
Pourriez-vous nous expliquer davantage?^FT"
314375,"Amazonさ、配達完了通知来たけどまだ家に届いてないねんけど。
これってよくあること？",@191052 メール便で発送の場合には、ポストに投函して配達完了となります。ポストに届いておらず、ご家族様などもお受け取りされていない場合には、URLよりカスタマーサービスまでお問い合わせ下さい。 https://t.co/4k6b9eTkSw EK
1211712,@115850 @132995 Still not received any call from your side.,"@404398 Apologies. Could you please confirm, submitting your details using the link shared earlier? ^MK"
951972,@AmazonHelp No wonder my last package got “lost”,"@345839 Thanks for bringing this to our attention. Looking on the package, does it state who the carrier was that delivered it? ^GG"
2295523,@AmazonHelp third time in a row I’ve ordered from Amazon Prime and it takes almost a week to arrive. What’s the point of being a Prime member if it doesn’t arrive on time?,@666546 I'm so sorry for the delay of your order. We always strive to make the delivery date provided in the initial confirmation e-mail. Have we missed this date: https://t.co/V3Fc2gCtI1? ^ST
1125077,"@AmazonHelp Hi there, I saw I made a payment to Amazon SVCS EU-UK but I have no idea what this is. What would this payment usually be for? Thanks!","@385287 Hi, Beth! Do you have any active subscriptions for the amount you were charged or have you recently registered as an Amazon Seller? ^GS"
519707,@115850 unlock my amazon account plzz 8195008136,"@239939 You should have received an email with respect to account update. Please check and reply to it for further assistance. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
1879064,Hey @115850  i have a problem facing issues in cancellation of prodyct,@560847 Our support team will be happy to look into this. You can connect with us here: https://t.co/R3EfhzgU8B. ^CB
332031,@AmazonHelp It is an useless email without any resolution.,@195058 Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB
134850,"@AmazonHelp Non, aucun mail pour cette opération avec ce moyen de paiement. 
Je n'ai reçu un mail que lorsque j'ai essayé avec une autre CB donc je savais que le solde était insuffisant pour cette commande","@146397 N'ayant pas accès à votre compte via Twitter, n'hésitez pas à le signaler à notre service client afin qu'il fasse les vérifications nécessaires, via: https://t.co/hgIrz98cdI ^FT"
637216,@AmazonHelp Nope.,@271099 We appreciate the information. Who was the carrier that attempted to deliver your order stated here: https://t.co/q4LAMZ3tbE? ^GG
1942962,@AmazonHelp Libros! Muchos! Yipi! https://t.co/oPwlPmjuhb,"@577705 ¡Genia! 😍 Espero que disfrutes mucho de tus libros nuevos, Pablo. ¡Saludos! 📚✨ ^CR"
1488810,"@AmazonHelp Ebaaaaa! 😀😀🎉🎉 Claro, amores. Não vou me aguentar e é fato que compro alguma coisa...haháá 😆✌💜💜","@465801 😅 Tomara que compre muitas novas e maravilhosas aventuras, Fran! ^LG"
2735505,"comprar é muito bom, mas vocês já contaram com a eficiência de envio da @117086???? nossa, é amor que não se mede!","@766624 Olá, Mar. Muito obrigado pelas suas palavras! Corremos para entregar os pacotes bem rápido! 🏃 Me diga, você já recebeu seu pacote? ^CR"
1095291,@AmazonHelp I've already been in contact with your cs dept. Waiting to see if I actually get a return call from a higher up.,"@378469 Apologies, please keep us posted Ron ^TP"
503514,@115830 @AmazonHelp I chose to get it delivered today for a reason. How is it helpful to tell me to come back by Wednesday?,"@235328 I completely understand the frustration. We aim to deliver on the original date given, I'm sorry this wasn't the case. Please keep us updated on the delivery Wednesday. ^LI"
518839,@AmazonHelp I just got a new one that says hey we kinda have literally no clue when your package will come but have fun waiting.  Really not cool at all.,@239703 Hey there! We've just responded to your DM! ^NM
2713184,Amazonプライム会費がしれっと引き落とされていた,@761686 アマゾンです。Amazonプライムの特典一覧のページをご案内させていただきますので、ぜひ、ご利用くださいませ。https://t.co/KneHmcAgXl ET https://t.co/25UlJjW5XL
430638,@AmazonHelp Ma lo so io che esistono venditori primi e terzi ?? sul sito #Amazon e mi aspettavo certezza e controllo ! Invece ve ne lavate le mani https://t.co/1cyWwSVKKr,@217410 pur avendo fatto l'ordine da un venditore puoi esercitare il diritto di recesso effettuando il reso per ricevere il rimborso ^MZ
1193457,@AmazonHelp Thank you. The book arrived at its destination this evening. Yay!,"@400439 Great to hear, Cindy! Let us know if you ever have any concerns. We're here for you! ^SK"
1108245,"@115821 I was supposed to get 2-day delivery. Instead I got 4-days in transit. Still not here, I’m still annoyed.
Supposedly out for delivery today. #skeptical https://t.co/oSM8aKjpsQ","@381552 Oh no! I'm sorry for the long delay. Just to clarify, what was the expected delivery date given when you purchased this? ^AL"
791476,"@AmazonHelp Your customers service people lied yet again still haven’t delivered my order after promising it would last night, fucking annoyed now. https://t.co/beySCJJ8ZJ",@308730 Apologies Matty. What does the latest tracking advise - https://t.co/Jr1kcqQUJY ? ^TP
2008297,"Man, @119625 interface is *awful* on PS4. And it doesn't even use the PS4 default keyboard. Something they made themselves. Awful. https://t.co/OSm8eTnMhl",@593858 I'd be sure to make a note of your comments and pass it along to the concerned team for review. Appreciate your understanding. ^MA
2614050,"@AmazonHelp Borrado. Sí, y simplemente me ha dicho que conectara con ustedes para que se hiciera el reembolso, no me da explicaciones (?).","@148260 Gracias. Entiendo. En este caso, el vendedor externo es el responsable de brindarte más detalles sobre lo sucedido, al ser un producto vendido directamente por ellos. ^LG"
704320,"@AmazonHelp fake promsie..
tell me now.
whats the update..
i want it...","@288305 We'd like to work on the delivery issue you're facing with your order. Please fill this form: https://t.co/GIJyeYqKE0 with your details, so we can find a fix. ^MP"
2530212,"@AmazonHelp I have emailed them twice and haven’t heard anything back. What can I do, would like item or refund 2/2","@720269 Hi, sorry. If the item was fulfilled by a 3rd Party Seller you can look into filling a claim: https://t.co/n802DGHrmQ. ^JJ"
400343,@AmazonHelp The call disconnects saying that you were unable to find my order. Been trying to reach you from past 10 days. Please dm me or email me,"@209757 Sorry about this, Abhi. Please fill in the details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you.  ^MK"
707356,"Thanks @AmazonHelp for charging me for a preorder that's apparently sold out.
Cool","@289105 Hey there! if your order didn't ship, then you may be seeing an authorization. Learn more: https://t.co/aSvs5UHQBW ^JE"
2838605,@AmazonHelp interesting. Where does it say that on your website? One would assume one day delivery is literally one day after purchase,"@206715 You can find it here: https://t.co/PwPqVjMDak under the ""Note"" section. ^AF"
2760877,Finished watching scary story slumber party @106177 @36939 @116618 it was a good movie,"@772481 Glad you enjoyed it, Jason! ^BE"
437990,"@AmazonHelp Si, es que no tengo como saber cual empresa en Chile tiene mi pedido. Dice ASM pero es española.",@219050 Hola @132703 ¿podrían ayudarnos con esta consulta? Gracias de antemano. ^DA
709944,Amazonから支払い番号のメールまだこねえ,@289763 お支払番号は商品確保後に発行されます。予約商品の場合、お届け予定日を目安にお待ちください。注文が出荷準備中の場合は発行済みですので、アカウントサービスのメッセージセンター&gt;その他から確認可能です。https://t.co/wFqa4StlP5 ET
790655,"@AmazonHelp Amazon e sua habitual rapidez, meu pedido já tá entregue! Obrigado! https://t.co/Zx1yKnyZMq","@308538 Eita nossa senhora dos livros de Alien! ❤ Quero muito, já começou a ler? 😱 ^DA"
197589,@AmazonHelp No email linked,@162488 You may check the email correspondence sent to you here:https://t.co/DTSNmGldJf. Please check and revert. ^NK
63152,@AmazonHelp yoooo where’s my package. Your website says delivered my house says otherwise,@130479 Oh no! Let's try locating your missing shipment by following the steps here: https://t.co/Uo2lAvxHgQ. Please keep us posted! ^FD
1770185,@AmazonHelp yes it just goes back to the orginal screen. i need @115851 to reopen my account :),"@532172 Have you tried contacting the Kindle Direct Publishing team? If not, you can contact them here: https://t.co/Q1Jbc8OyqG ^FJ"
2504847,@AmazonHelp Have already sent you 2 e/mails today &amp; tonight.,@714308 Thank you for that info! Please give our team 24 hours to respond to the e-mail. Be sure to check your spam or junk folders for our response. ^HM
2307138,@669289 @AmazonHelp Exactly what we've had. We did factory reset and it lasted for about 4 hours before it started doing it again...,"@668974 Hi Colin, if the fault is still occurring even after a factory reset we'd highly recommend that you contact us via the following link so we can investigate this for you:  https://t.co/JzP7hlA23B ^KW"
479403,@AmazonHelp I have shared my details on the link you asked me. Take an immidiate action and deliver my product asap.,@228934 Thanks for the confirmation. Our team will check all the details and will reach out to you shortly. ^PR
1119112,@AmazonHelp I had no other choice.,"@119350 I understand your concern regarding delivery. Kindly fill the details in the link provided earlier, we'll contact you soon. ^VH"
384769,Why does it take you guys more than 7 days for refund? @115850,@207095 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
15296,@AmazonHelp I did...which said WE CANNOT DO ANYTHING...same as customer service...which triggered My reply...I am just asking basic question here,@119358 Sorry to know about that. Kindly reply to the email and we'll get in touch with an update. Appreciate your patience. ^AK
384193,@115821 @AmazonHelp @115851 Thank you! I am referring to the amazon credit card payment. Typically cards let you make payments through their app. Is that not an option?,"@206994 So just to confirm, is that you want to pay some money off your Amazon credit card through the app yes? ^KM"
477753,@AmazonHelp I did get in touch with a representative. Things are being worked out! Thank you so much for the assistance!,"@228492 That's great, Erika! You're welcome and I'm glad we could help. ^VR"
367462,"@AmazonHelp I already mailed you people such a strong complain abt the service ,instead solving you people cancelled the order...BIG ...FRAUDSTER.....",@203043 Have you shared your details through the secured link provided earlier? ^SK
1760515,@AmazonHelp I don't know if the book will be delivered on time (the estimated date is Nov 9),"@529868 Are you able to see your order and tracking info here: https://t.co/q4LAMZ3tbE? If so, what info does it provide? ^AC"
1266329,@AmazonHelp Suspend yours  cloudtail  seller,@416514 Have you tried checking the available options for returns using the link shared earlier? ^AP
2230061,"@AmazonHelp Hi, no I haven’t. The only email I have received is the one confirming payment when I first ordered! I’ve received no more emails 😫","@650801 If you don't see the e-mail in the spam/junk folders, please contact us here: https://t.co/FJPLs4NNcp ^LI"
1086026,@AmazonHelp Wie lange muss ich noch auf einen Kollegen warten? Es ist 13.40 Uhr und Tag 17 „Videofehler“. Es REICHT! Massiv noch dazu 😡,"@194202 Unsere Kollegen sind bereits dran und haben mehrmals versucht, dich telefonisch zu erreichen. ^SK"
495002,@AmazonHelp ok bonne soirée =D,"@233042 A vous aussi, merci à vous encore une fois. ^KD"
2342897,@AmazonHelp why is this on my bank account I’m not a prime member it’s going to make me overdrawn 😡😡😡 https://t.co/ohGZpyM1e1,@677642 Have you checked your account here: https://t.co/whbxzNupTb ^CD
2818540,"Seriously @115821, why hire drivers that deliver package outside businesses for anyone to steal? #Think","@535834 I'm so sorry to hear of this, Victor! This isn't what we strive for and we're here to help! Just to confirm, who is the carrier in this instance? Please check here: https://t.co/Y5jpI9gRhE and let us know! ^NS"
1105067,"@AmazonHelp How ,when your going to contact",@324801 You can check the correspondence sent by our team here: https://t.co/ubzNHWZvL2 ^SG
918041,@AmazonHelp Here’s the email: https://t.co/6k0kLyAiZH,@337944 Have you checked your message center for the email in question?  You can do so by clicking here: https://t.co/ym3qYIchzi ^MW
1997843,"@115833 Having issues with both my Echo and Dot. Both are flashing green, not responding properly I've reset everything any suggestions?",@337575 Pulsing green light generally means that you have an incoming call. Have you checked here: https://t.co/W7EMDERjmj for help? ^TR
1250332,"@AmazonHelp It says ""Express Shipping""",@376115 I'm sorry for any frustration. Not all items are currently available for release day delivery: https://t.co/jRbp5q6AMy ^LR
1311242,@AmazonHelp まさかのリプライでのご説明、ありがとうございます。,@426410 恐れ入ります、どうぞよろしくお願いいたします☺️　リプライありがとうございました！　SM
468874,@AmazonHelp Commande passé le 29 livraison prévu le 1er décembre. A ce matin la commande n’est toujours pas expédiée.,@138287 L'avez-vous signalé à notre SAV ? ^SM
2517004,@115821 is this an acceptable package? It’s just a box with clear tape. This looks like a used product that was returned and then the manufacturer just tried covering it up to sell again. https://t.co/9KNIw443en,"@669006 I'm sorry to see your order arrived like this! Was everything inside okay? If this was sold by Amazon, return/replacement options can be found here: https://t.co/qLTDvZ8VEM. To send us packaging feedback for your order, please visit: https://t.co/YKWslhSm3t ^MB"
808138,"@AmazonHelp My product of iBall MJ BT9 speaker  not  returned, 1 week over. Service boy called 6 days back but didnt trun up now. 8105209702","@312563 Sorry to know about the delay in pick up. Connect us here: https://t.co/TK4yevTaND, we'll have this checked for you. ^NR"
91287,"@AmazonHelp Yes, reported every one of the above. Multiple times &amp;requested a reason for 'failed to deliver'. Had 2 products re-ordered twice, but most just get a 'refund' notice- no further action, usually a week or two later after being PROMISED it will be delivered 24-48 hours later...",@135797 We'd like a member of our team to look into this with you. Please fill in your details here: https://t.co/I40Lb1RvgX so we can look take a closer look. ^MT
2487055,@AmazonHelp is https://t.co/AS7TXqxz6P affiliated with you?,@710351 Hello Carol! This is site is not one I'm able to access due to what seems to be a bad URL. ^TM
1806461,@115821 please give me a way to request that drivers dropping off packages should not ring the doorbell. Or offer a free service to put my formerly sleeping children/babies back to sleep. #CustomerService,"@542736 I'm very sorry to hear about this happening! Have you had a chance to report this to our Customer Support team to leave carrier feedback? If not, you can do so here: https://t.co/hApLpMlfHN ^ME"
1501886,"Chega um email da @117086 “esquenta black friday”. Gente, sério, meu cartão não vai aguentar.",@204712 Só queremos que você seja feliz 😊 Vai aproveitar essas ofertas? ^LG
852808,@115821 do you really need all this packaging for one LP? It’s even got its own box... in the box... bit ridiculous... https://t.co/y1VpEjhUy2,@322589 Sorry for any troubles caused! You can leave feedback for the packaging of this order here: https://t.co/N5j1ySJN3D ^TH
2273448,"@119625 please have a skip intro option, really helps in binge watching.","@146890 As of now, we don't have that feature, I'll be sure to pass on this feedback and we'll work on it. ^SU"
977905,"@AmazonHelp Ne Idee, wo sich die Einstellung wohl verstecken mag? https://t.co/gn89hJqwXt","@351919 Melde dich am besten mal bei unseren Spezialisten, gleich über: https://t.co/MBAcWSvzBH Gruß ^TR"
652054,Even tho my package from amazon was lost/stolen they had amazing customer service when I called . Not even man a little good job amazong with your employees,"@275059 I'm so glad we were able to take care of you, Annie. We're always here to help! ^HS"
2069801,@115821 #locker service #600H st NE DC #malfunctional #worst service ever,"@612107 I'm sorry for the frustration! Without posting account or order details, can you tell us about the issue you've encountered? ^JR"
152002,"@AmazonHelp Yes I have, did it yesterday. Please look into it and ensure the order is delivered by Monday.",@150734 Kindly wait until the estimated delivery date mentioned here: https://t.co/pYHdlcj0Ot and I'm positive your order will be delivered. ^SH
504925,"@AmazonHelp How come I pay £5 for one day delivery on Wednesday 29/11 and I just got an email saying my package will be delivered between 2/12 and 5/12? This is why I need to be reminded to not get one day delivery, second time it's happened now!",@235761 Thanks for reaching out to us! I'm terribly sorry for the wait! We aim to deliver by the date given in your order confirmation e-mail. Have we missed that date? ^TK
2968380,@AmazonHelp Now showing tomorrow... https://t.co/rE5UYufNTY,@818838 I'm so sorry the order was delayed! Please let us know if you haven't received the order by tomorrow. ^DD
1373665,@AmazonHelp Today by 8pm I preordered Monday. https://t.co/zLG8YWumXT,"@439723 I hate to hear the game hasn't arrived. We'd like to look into this further, please contact us here: https://t.co/hApLpMlfHN ^CN"
324458,@AmazonHelp PLEASE HELP. my account has been hacked. i’ve sent a dm about all the info,"@193289 We've responded to your DM. We can continue either here or there, it's up to you! ^LB"
2589161,@115830 Hello. I'm having difficulty with a delivery. Hermes say they have it but won't deal directly with me. Tracking __credit_card__,"@129292 Hey Fergus, thanks for reaching out! What does the current tracking status show here? https://t.co/aaDyEz1VgE ^FD"
286340,@AmazonHelp That takes me to a 'placeholder' for content?,@184214 Please use this link to phone or chat in so we can look into this with you in real-time: https://t.co/qy3J24VGxb ^GL
1144946,@AmazonHelp Yes. I've restarted it. I'll do so again.,"@389472 Please also try these steps, and let us know if it improves: https://t.co/FS6Tdk2dLa ^BH"
890795,@AmazonHelp pls respond as there is no suitable response,@331510 That's unusual. Please submit your details here: https://t.co/GIJyeYqKE0 so we could get access to your account. ^HK
2887333,"@AmazonHelp I cant understand sir, as ur customer support suggesting me to contect local authorities and police. Why should tell my problem to police i need solution by ur team. You investigate and fulfil my loss.","@130666 I understand that this has been an unpleasant experience. As informed earlier, I request you to reply to the email sent by us (social media team) and we will check this for you. ^SD"
2971865,Just wanna know what’s the point of paying for @115821 Prime if my packages fail to deliver 🙃 literally just got an email that an attempt to deliver was made but i was dead ass 10 feet away from my door,"@801127 I'm sorry for the difficulties. I know that can be frustrating and we want to help! Without any account or personal details, please confirm for us who the carrier is here:  https://t.co/Y5jpI9gRhE ^SG"
9794,I was incredibly disappointed with my customer service call w @117795 after my order was 2x delayed and lost.,@117794 I'm sorry for the bad experience! What options did we offer on the phone? ^TN
965273,@AmazonHelp Email i can use to send u the correspondence??,@349047 You can send us an e-mail using this link: https://t.co/hApLpMlfHN. I hope this helps! ^EZ
256695,"@AmazonHelp I got notification that ASIN: B00006LELP was removed because it is a ""card skimming device."" It's not. You should look it up.",@177044 Did the notification provide any further incite on the issue? ^TR
136869,"@AmazonHelp I do understand this but they have been delivering packages for over a year with no probs. One of my packages was ment to be delivered on 19th, but did not turn up. I gave instructions for it to be redlivered on 26th but these were no followed. Please get a UK manager to call me.",@146872 We're unable to access your acc here. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS
1412424,@AmazonHelp AMZL has delayed with no explanation and refunded instead of delivering.  Seems pointless to pay for Prime if you can't deliver.,"@448221 We'd like to work with you about this issue, Kyle. Please use this link for further assistance: https://t.co/Z5giwiICIP ^TH"
1243797,"@AmazonHelp Nothing really yet, just says out for delivery, arriving today by 8pm and that's still 20 minutes away but just hasn't gotten there yet",@411804 Which carrier is assigned for delivery: https://t.co/0BTFnLuQDz? Please let us know if it doesn't arrive. ^MV
1601115,@AmazonHelp It says it is delivered but my friend never received it. Amazon customer service is also not helping me. What to do? Please help,@430350 I understand your frustration. Here are some helpful insights on what to do in this situation: https://t.co/teXIlQ0jg1 ^GM
2705739,@AmazonHelp Ordered something that never showed. Emailed the seller last Wednesday and still haven't heard back. Can you guys help get my money back?,"@759901 I'm sorry you didn't get your order. If you've waited 48 hours and haven't gotten a response, you'll want to file an A-to-z Guarantee claim: https://t.co/rvbV4pr9dW ^AF"
873814,"Parcel due tomorrow 'damaged and returning to shipper', no update in the past 24 hrs... I predict a chat with @amazonhelp in my near future.",@327454 Oh no! Sorry your parcel was damaged. What's the latest tracking show? Have you received an e-mail regarding an update? ^KL
166537,"The worst delivery company is @115821 Flex (Logistics). No regular routes so packages are often mis-delivered due to unfamiliar neighborhoods.

Without a union drivers are cheaper than USPS, UPS, FedEx and easy to “fire”, since they’re really temp workers","@154681 We'd love to help with this, Eric! Have you had trouble with a recent delivery through Amazon Logistics? ^ML"
324421,@AmazonHelp Plus i have already called customer care and they are not authorised to solve it i,@193281 We'd like to take a closer look and help. Please drop your details here: https://t.co/GIJyeYqKE0. We'll reach out to you. ^VN
1648046,@115830 Really expect better from you guys. Especially as I pay for Prime. Not happy. Did I mention I pay for Prime?,"@503495 I'm sorry your order couldn't be filled. To receive a message when they're back in stock, you can sign up for email alerts. ^EM"
2886557,2/2 @AmazonHelp @115821 I thought it was your policy to extend prime memberships for late deliveries. Not to mention she received something broken. Something else didn’t show up and was returned. And CS offered nothing but thanks for letting us know. Can you fix this?,"@532087 Rebecca, I'm sorry for your friend's experience, however we do not have access to orders or accounts on Twitter. We'd like to help, though. Please call or chat us so that we can take a look here: https://t.co/hApLpMlfHN ^VF"
1061364,@AmazonHelp I don’t share order id. I sent email to original manufacture to confirm &amp; reply on above in email as screenshot.,"@356784 We'd like to check this and assist. Please share the required details, here: https://t.co/GIJyeYqKE0. ^YP"
2383329,@AmazonHelp Confirmation done for both order no.s. Please proceed further process.,@665264 Please reply to the email sent by our specialist teams for further insight on your order. ^VM
1600426,"@AmazonHelp I have filled that form you asked me too, but nuthing has been done upto now",@155893 Unfortunately I'm not able to find the details. Request you to check and resubmit the same. ^SB
2985508,@AmazonHelp Yes I received an email saying it had been successfully changed but it still won’t work. I’ve tried logging into my other account and it works fine but for some reason this one won’t work?,@823221 I'm sorry about this Anna. Can you contact us here:  https://t.co/jzvkhdlrK5 so we can take a look for you? ^MI
2320238,"@115830 Great paying for Prime on Amazon so you can order on Friday for a Saturday delivery, have that delivery not show up, get a message saying it's arriving on Monday, leaving work to get it and then getting a message saying it won't be delivered til the following Saturday","@672459 Hi Ian, I'm sorry to hear about the delay. Is there more info available about it in the tracking: https://t.co/aaDyEz1VgE? ^JJ"
